,SKU,Nombre,Precio,Presentación,URL,THC per container,CBD per container
213,1037977,LEE ANNE WOMAC,$44.99,['3.5 g'],https://www.bccannabisstores.com/products/lee-anne-womac,200.0-260.0mg/g,0.0-10.0mg/g
214,1036003,BLACK TUNA,$29.97,['3.5 g'],https://www.bccannabisstores.com/products/black-tuna,190.0-230.0mg/g,0.0-10.0mg/g
215,1038835,"PURPLE CLEMENTINE #37 PRE-ROLLS
(MIMOSA #37
)",$12.99,['3 x 0.5 g'],https://www.bccannabisstores.com/products/purple-clementine-37-pre-rolls,200.0-250.0mg/g,0.0-10.0mg/g
216,1037076,CHEDDAR BOB PRE-ROLLS,$14.99,['3 x 0.5 g'],https://www.bccannabisstores.com/products/cheddar-bob-pre-rolls,220.0-280.0mg/g,0.0-5.0mg/g
217,1038702,MANGO KUSH PAX POD,$34.99,['1 x 0.5 g'],https://www.bccannabisstores.com/products/mango-kush-pax-pod,800.0-860.0mg/g,0.0-20.0mg/g
218,1034792,"OS. INDICA
(BLEND)",$16.99,"['3.5 g', '7 g']",https://www.bccannabisstores.com/products/os-indica-1,170.0-200.0mg/g,0.0-10.0mg/g
219,1033760,PHENOME OG SPIKE PRE-ROLLS,$12.99,['2 x 0.5 g'],https://www.bccannabisstores.com/products/phenome-og-spike-pre-rolls,210.0-280.0mg/g,0.0-10.0mg/g
220,1035880,INDICA,$114.99,['28 g'],https://www.bccannabisstores.com/products/indica-5,200.0-230.0mg/g,0.0-10.0mg/g
221,1035906,SESSION THC VAPE - GLACIAL FRESH MINT,$34.99,['1 x 1 g Glacial Fresh Mint'],https://www.bccannabisstores.com/products/session-thc-vape-glacial-fresh-mint,800.0-840.0mg/g,0.0-20.0mg/g
222,1036045,STONEGROVE - GELATO SORBET,$24.97,['3.5 g'],https://www.bccannabisstores.com/products/stonegrove-gelato-sorbet,180.0-220.0mg/g,0.0-10.0mg/g
223,1037365,232 SERIES SLURRICANE LIVE TERPENE CARTR,$56.99,['1 x 1 g Berries'],https://www.bccannabisstores.com/products/232-series-slurricane-live-terpene-cartr,830.0-860.0mg/g,0.0mg/g
224,1037746,HYCYCLE HYBRID,$36.99,['1 x 1 g Citrus Herb'],https://www.bccannabisstores.com/products/hycycle-hybrid,810.0-890.0mg/g,0.0-10.0mg/g
225,1038272,NORTHERN WIDOW SHATTER,$42.99,['1 x 1 g'],https://www.bccannabisstores.com/products/northern-widow-shatter,710.0-790.0mg/g,0.0-20.0mg/g
226,1037167,KOOTNAY'S FINEST JELLYSICKLE,$31.99,['3.5 g'],https://www.bccannabisstores.com/products/kootnays-finest-jellysickle,200.0-240.0mg/g,0.0-10.0mg/g
227,1039114,BLACKBERRY GELATO,$99.99,['28 g'],https://www.bccannabisstores.com/products/blackberry-gelato,160.0-200.0mg/g,0.0-10.0mg/g
228,1037472,MANDARIN KOOKIEZ,$36.99,['3.5 g'],https://www.bccannabisstores.com/products/mandarin-kookiez,220.0-270.0mg/g,0.0-50.0mg/g
229,1035625,"FRESH TUNAAAA DABS
(FRESH BISCOTTI 
)",$39.99,['1 x 1 g'],https://www.bccannabisstores.com/products/fresh-tunaaaa-dabs,800.0-920.0mg/g,0.0-10.0mg/g
230,1035658,"HOUSE SHATTER
(TRX SHATTER
)",$29.99,['1 x 0.5 g'],https://www.bccannabisstores.com/products/house-shatter,700.0-800.0mg/g,0.0-10.0mg/g
231,1033570,ALL-NATURAL LIP BALM,$5.97,['1 x 5 g'],https://www.bccannabisstores.com/products/all-natural-lip-balm,0.0-0.1mg,50.0mg
232,1036177,FRUITY PEBBLES OG PRE-ROLLS,$9.99,['2 x 0.5 g'],https://www.bccannabisstores.com/products/fruity-pebbles-og-pre-rolls,200.0-260.0mg/g,0.0-0.1mg/g
233,1036714,STONEFRUIT SUNSET,$29.99,['3.5 g'],https://www.bccannabisstores.com/products/stonefruit-sunset,190.0-250.0mg/g,0.0-100.0mg/g
234,1036334,"ORANGE MONKEY
(CHIMP MINTS
)",$21.99,"['3.5 g', '7 g']",https://www.bccannabisstores.com/products/orange-monkey,200.0-260.0mg/g,0.0-10.0mg/g
235,1036995,MINT CHIP VAPE CARTRIDGE,$39.99,['1 x 1 g Mint Chip Ice Cream'],https://www.bccannabisstores.com/products/mint-chip-vape-cartridge,800.0-840.0mg/g,2.0-10.0mg/g
236,1038629,PINEAPPLE BUDS PINEAPPLE PARTY,$39.99,['3.5 g'],https://www.bccannabisstores.com/products/pineapple-buds-pineapple-party,240.0-290.0mg/g,0.0-10.0mg/g
237,1030345,DUET BATH BOMBS - WILD ROSE & VANILLA,$17.97,['4 x 77 g'],https://www.bccannabisstores.com/products/raspberry-soft-chews,31.88-43.13mg,31.88-43.13mg
238,1038082,BC ORGANIC SWEET BUBBA PRE-ROLLS,$21.99,['3 x 0.5 g'],https://www.bccannabisstores.com/products/bc-organic-sweet-bubba-pre-rolls,200.0-260.0mg/g,0.0-10.0mg/g
239,1037258,LIVE TERP GUAVA X BC BLUEBERRY 510 CART,$46.99,['1 x 1 g'],https://www.bccannabisstores.com/products/live-terp-guava-x-bc-blueberry-510-cart,714.0-814.0mg/g,0.0-10.0mg/g
240,1036896,PAX MASTER KUSH CARTRIDGE,$29.99,"['1 x 0.5 g earth, pine, fuel']",https://www.bccannabisstores.com/products/pax-master-kush-cartridge,780.0-830.0mg/g,0.0-30.0mg/g
241,1035047,BC GOD BUD,$99.99,['28 g'],https://www.bccannabisstores.com/products/bc-god-bud,170.0-220.0mg/g,0.0-10.0mg/g
242,1037209,BLOOD ORANGE CARTRIDGE,$42.99,['1 x 1 g Blood Orange'],https://www.bccannabisstores.com/products/blood-orange-cartridge,760.0-820.0mg/g,0.0-20.0mg/g
243,1035476,"THE SILVERBACK #4 PRE-ROLLS
(GG#4)",$12.99,['3 x 0.5 g'],https://www.bccannabisstores.com/products/the-silverback-4-pre-rolls,200.0-250.0mg/g,0.0-10.0mg/g
244,1037712,RSO CAPSULES,$26.99,['25 capsules'],https://www.bccannabisstores.com/products/rso-capsules-1,10.0mg,1.0mg
245,1036870,BANANA KUSH VAPE CARTRIDGE,$49.99,"['1 x 1 g Banana, citrus, earthy']",https://www.bccannabisstores.com/products/banana-kush-vape-cartridge,770.0-830.0mg/g,0.0-10.0mg/g
246,1037936,CHOCOLATE CHIP COOKIE,$7.99,['1 x 22 g Chocolate'],https://www.bccannabisstores.com/products/chocolate-chip-cookie,8.5-10.0mg,0.0-0.3mg
247,1037902,"DURBAN - VAPE PEN
(DURBAN 
)",$14.99,"['1 x 0.25 g Fruity, Herbal, Minty']",https://www.bccannabisstores.com/products/durban-vape-pen,720.0-800.0mg/g,0.0-10.0mg/g
248,1038645,BLACK KETTLE FARMS FROSTED KUSH CAKE,$34.99,['3.5 g'],https://www.bccannabisstores.com/products/black-kettle-farms-frosted-kush-cake,260.0-300.0mg/g,0.0-10.0mg/g
249,1039015,PINK KUSH PRE-ROLLS,$19.99,['10 x 0.3 g'],https://www.bccannabisstores.com/products/pink-kush-pre-rolls-3,170.0-230.0mg/g,0.0-10.0mg/g
250,1036169,FRUITY PEBBLES OG,$29.99,['3.5 g'],https://www.bccannabisstores.com/products/fruity-pebbles-og,200.0-260.0mg/g,0.0-0.1mg/g
251,1033042,INDICA JS PRE-ROLLS,$14.99,['7 x 0.3 g'],https://www.bccannabisstores.com/products/indica-js-pre-rolls,140.0-220.0mg/g,0.0-1.0mg/g
252,1036060,AFGHANI DRIFTER TERP SLUSH,$35.99,['1 x 0.5 g'],https://www.bccannabisstores.com/products/afghani-drifter-terp-slush,750.0-850.0mg/g,0.0mg/g
253,1036151,WEDDING POOP,$29.99,['3.5 g'],https://www.bccannabisstores.com/products/wedding-poop,200.0-260.0mg/g,0.0-2.0mg/g
254,1036383,NANA PUNCH,$46.99,['7 g'],https://www.bccannabisstores.com/products/nana-punch,210.0-270.0mg/g,0.0-20.0mg/g
255,1034974,NINJA FRUIT VAPE CARTRIDGE,$39.99,['1 x 1 g'],https://www.bccannabisstores.com/products/ninja-fruit-vape-cartridge,810.0-880.0mg/g,0.0-10.0mg/g
256,1035377,CHEM HINDU GLUE,$17.99,"['3.5 g', '28 g']",https://www.bccannabisstores.com/products/chem-hindu-glue,200.0-270.0mg/g,0.0-10.0mg/g
257,1023589,"HAWAII HEARTBREAK
(HEADSTASH
)",$21.97,"['3.5 g', '7 g']",https://www.bccannabisstores.com/products/hawaii-heartbreak,160.0-250.0mg/g,0.0-9.9mg/g
258,1032515,PINEAPPLE EXPRESS PAX-ERA POD,$34.99,"['1 x 0.4 g Tropical, Sweet, Citrus']",https://www.bccannabisstores.com/products/pineapple-express-pax-era-pod,750.0-900.0mg/g,0.0-10.0mg/g
259,1030238,CHOCOLATE SNAX PURE MILK CHOCOLATE,$3.99,['1 x 42 g Milk Chocolate'],https://www.bccannabisstores.com/products/chocolate-snax-pure-milk-chocolate,10.0mg,0.0-0.25mg
260,1026913,TANGIE - VAPE CARTRIDGE,$19.99,['1 x 0.5 g'],https://www.bccannabisstores.com/products/tangie-vape-cartridge,750.0-850.0mg/g,0.0-0.1mg/g
261,1030436,"GLTO DISTILLATE VAPE
(GELATO)",$24.99,"['1 x 0.5 g', '1 x 1 g']",https://www.bccannabisstores.com/products/glto-distillate-vape,800.0-900.0mg/g,0.0-10.0mg/g
262,1031640,POWDERED DONUTS,$26.99,['3.5 g'],https://www.bccannabisstores.com/products/powdered-donuts,200.0-270.0mg/g,0.0-10.0mg/g
263,1027853,K4ILASH SEEDS,$39.99,['4 seeds'],https://www.bccannabisstores.com/products/k4ilash-seeds,180.0-280.0mg/g,0.0-10.0mg/g
264,1026004,TRAIL MIX DAYTRIP ECLIPSE PAX POD,$34.99,['1 x 0.5 g Sweet Earthy'],https://www.bccannabisstores.com/products/trail-mix-daytrip-eclipse-pax-pod,700.0-800.0mg/g,0.0-3.25mg/g
265,1034644,HIGH THC OIL,$34.99,['27.5 g'],https://www.bccannabisstores.com/products/high-thc-oil-1,27.8-36.0mg/g,0.0-2.91mg/g
266,1025345,JEAN GUY PRE-ROLLS,$7.99,['3 x 0.33 g'],https://www.bccannabisstores.com/products/jean-guy-pre-rolls-1,170.0-250.0mg/g,0.0-9.9mg/g
267,1035005,PENNYWISE 1:1,$21.99,['3.5 g'],https://www.bccannabisstores.com/products/pennywise-1-1,60.0-100.0mg/g,60.0-100.0mg/g
268,1035278,D. BUBBA PRE-ROLLS,$19.99,['10 x 0.3 g'],https://www.bccannabisstores.com/products/d-bubba-pre-rolls-1,170.0-230.0mg/g,0.0-10.0mg/g
269,1028752,MELON GUM PRE-ROLL,$9.99,['3 x 0.5 g'],https://www.bccannabisstores.com/products/melon-gum-pre-roll,200.0-250.0mg/g,0.0-10.0mg/g
270,1028836,TUTTI FRUTTI PRE-ROLL,$14.99,['3 x 0.5 g'],https://www.bccannabisstores.com/products/tutti-frutti-pre-roll,200.0-250.0mg/g,0.0-10.0mg/g
271,1034875,SALTED CARAMELS,$6.99,['2 x 6.5 g Caramel'],https://www.bccannabisstores.com/products/salted-caramels,5.0mg,0.0mg
272,1019843,KIEF DRY SIFT,$19.99,['1 x 1 g'],https://www.bccannabisstores.com/products/kief-dry-sift,250.0-395.0mg/g,0.0-2.0mg/g
273,1029198,SUMMER BERRY 510 CARTRIDGE,$42.99,['1 x 1 g'],https://www.bccannabisstores.com/products/summer-berry-510-cartridge,770.0-850.0mg/g,0.0-2.0mg/g
274,1034883,SOUR GUMMY VARIETY PACK,$5.99,"['5 x 4.5 g Wildberry, Lime, Pineapple, Strawberry, Grape']",https://www.bccannabisstores.com/products/sour-gummy-variety-pack,2.0mg,0.0mg
275,1028570,CRAFT BLUEBERRY GUMMIES,$6.99,['4 x 4 g Blueberry'],https://www.bccannabisstores.com/products/craft-blueberry-pate-de-fruits,2.3-2.5mg,0.0mg
276,1025105,WHITE WIDOW PRE-ROLL,$10.99,['2 x 0.5 g'],https://www.bccannabisstores.com/products/white-widow-pre-roll-1,140.0-220.0mg/g,0.0-10.0mg/g
277,1008614,ULTRA SOUR PRE-ROLL,$14.99,"['3 x 0.5 g', '5 x 0.5g']",https://www.bccannabisstores.com/products/ultra-sour-pre-roll,150.0-200.0mg/g,0.0-10.0mg/g
278,1032671,PINEAPPLE COCONUT INDICA SOUR GUMMIES,$7.99,['2 x 4.5 g Pineapple Coconut'],https://www.bccannabisstores.com/products/pineapple-coconut-indica-sour-gummies,5.0mg,0.0mg
279,1031558,COOL MINT CRUSH MILK CHOCOLATE,$3.99,['1 x 10 g Milk Chocolate  & Peppermint'],https://www.bccannabisstores.com/products/cool-mint-crush-milk-chocolate,10.0mg,0.0mg
280,1026509,"BASECAMP CBD ICED TEA
(BLEND)",$4.99,['1 x 355 ml CBD Iced tea'],https://www.bccannabisstores.com/products/basecamp-cbd-iced-tea,0.0-1.0mg,10.0-15.0mg
281,1029636,GHOST TRAIN HAZE UP20,$21.99,['3.5 g'],https://www.bccannabisstores.com/products/ghost-train-haze-up20,200.0-270.0mg/g,0.0-10.0mg/g
282,1021633,"SPARK
(SATIVA BLEND)",$17.99,['3.5 g'],https://www.bccannabisstores.com/products/spark,150.0-180.0mg/g,0.0-2.5mg/g
283,1024553,GRAPEFRUIT GG4,$22.97,['3.5 g'],https://www.bccannabisstores.com/products/the-general,170.0-240.0mg/g,0.0-2.5mg/g
284,1024538,SPARK BUDS,$62.99,['15 g'],https://www.bccannabisstores.com/products/spark-buds,150.0-183.0mg/g,0.0-2.5mg/g
285,1034578,ICE CREAM SANDWICH CHOCOLATE,$3.99,['2 x 5 g Ice Cream Sandwich'],https://www.bccannabisstores.com/products/ice-cream-sandwich-chocolate,5.0mg,0.0mg
286,1034206,CBD RELIEF STICK,$32.99,['1 x 30 g'],https://www.bccannabisstores.com/products/cbd-relief-stick,0.0mg,205.0mg
287,1028604,BIOMED SATIVA,$56.99,"['28 g', '15 g']",https://www.bccannabisstores.com/products/biomed-sativa,160.0-200.0mg/g,0.0-10.0mg/g
288,1036789,BLACK CHERRY PUNCH,$119.99,"['28 g', '3.5 g']",https://www.bccannabisstores.com/products/black-cherry-punch-3,190.0-250.0mg/g,0.0-10.0mg/g
289,1034701,ONE OUNCE SATIVA,$99.99,['28 g'],https://www.bccannabisstores.com/products/one-ounce-sativa,180.0-240.0mg/g,0.0-10.0mg/g
290,1034164,PEACHES & HONEY 1:1 GUMMIES,$6.99,['2 x 10 g Peaches & Honey'],https://www.bccannabisstores.com/products/peaches-honey-1-1-gummies,5.0mg,5.0mg/g
291,1032663,ORCHARD PEACH SATIVA SOUR GUMMIES,$7.99,['2 x 4.5 g Peach'],https://www.bccannabisstores.com/products/orchard-peach-sativa-sour-gummies,5.0mg,0.0mg
292,1035716,CBD OIL 1500,$32.99,['30 ml'],https://www.bccannabisstores.com/products/cbd-oil-1,0.0-5.0mg/g,45.0-55.0mg/g
293,1025170,"HYPERNOVA ADVANCED NANO THC OIL
(OMGUAVA
)",$47.99,['15 ml'],https://www.bccannabisstores.com/products/hypernova-advanced-nano-thc-oil,27.55-29.0mg/g,0.0-1.5mg/g
294,1024546,FLICKER BUDS,$62.99,['15 g'],https://www.bccannabisstores.com/products/flicker-buds,150.0-180.0mg/g,0.0-2.5mg/g
295,1036862,WILD BERRY BLAZE GUMMIES,$3.99,"['4 x 4.5 g berry, sweet']",https://www.bccannabisstores.com/products/wild-berry-blaze-gummies,2.5mg,10.0mg
296,1027564,BC ORGANIC APPLE TOFFEE PRE-ROLLS,$21.99,['3 x 0.5 g'],https://www.bccannabisstores.com/products/bc-organic-apple-toffee-pre-rolls,190.0-230.0mg/g,0.0-10.0mg/g
297,1031772,BALANCE PLUS 15:15 OIL,$34.99,['30 ml'],https://www.bccannabisstores.com/products/balance-plus-15-15-oil,12.75-17.25mg/g,12.75-17.25mg/g
298,1030766,"INDICA PRE-ROLL
(BLEND)",$34.99,"['1 x 1 g', '12 x 0.5 g']",https://www.bccannabisstores.com/products/indica-pre-roll-1,170.0-230.0mg/g,0.0-1.0mg/g
299,1033836,HERER HAZE FULL SPECTRUM 510 CARTRIDGE,$39.99,['1 x 1 g'],https://www.bccannabisstores.com/products/herer-haze-full-spectrum-510-cartridge,750.0-850.0mg/g,0.0-20.0mg/g
300,1037027,CINNAMON BISCUIT,$2.99,['1 x 13.5 g Cinnamon'],https://www.bccannabisstores.com/products/cinnamon-biscuit,9.0-10.0mg,0.0-1.0mg
301,1030295,BUBBLE HASH HIGH THC,$39.99,['1 x 1 g'],https://www.bccannabisstores.com/products/bubble-hash-high-thc,650.0-800.0mg/g,0.0-10.0mg/g
302,1037316,CBD OMEGA LEMON LAVENDER OIL,$21.99,['28 g'],https://www.bccannabisstores.com/products/cbd-omega-lemon-lavender-oil,0.0mg/g,27.0mg/g
303,1031012,BLUE IGUANA PRE-ROLL,$14.99,['3 x 0.5 g'],https://www.bccannabisstores.com/products/blue-iguana-pre-roll,220.0-280.0mg/g,0.0-10.0mg/g
304,1034784,OS. HASH SATIVA,$27.99,"['1 x 2 g Earthy, Woody']",https://www.bccannabisstores.com/products/os-hash-sativa,300.0-390.0mg/g,0.0-20.0mg/g
305,1024488,NUKEN,$21.99,['3.5 g'],https://www.bccannabisstores.com/products/nuken-2,170.0-220.0mg/g,0.0-5.0mg/g
306,1033919,LIVE TERP KILLER KUSH CARTRIDGE,$46.99,['1 x 1 g Sweet Citrus'],https://www.bccannabisstores.com/products/live-terp-killer-kush-cartridge,734.0-834.0mg/g,0.0-5.0mg/g
307,1031632,"NICE CREAM
(ICE CREAM CAKE)",$29.99,"['3.5 g', '7 g']",https://www.bccannabisstores.com/products/nice-cream,200.0-260.0mg/g,0.0-10.0mg/g
308,1036185,AMNESIA HAZE,$36.99,"['3.5 g', '28 g']",https://www.bccannabisstores.com/products/amnesia-haze,200.0-260.0mg/g,0.0-20.0mg/g
309,1028968,FROST MONSTER PRE-ROLL,$6.99,['1 x 0.5 g'],https://www.bccannabisstores.com/products/gabriola-pre-roll,180.0-240.0mg/g,0.0-19.9mg/g
310,1033729,CBD EUCALYPTUS BATH BOMB,$12.99,['1 x 270 g'],https://www.bccannabisstores.com/products/cbd-eucalyptus-bath-bomb,0.0-1.15mg,85.0-115.0mg
311,1034362,WARMING CBD MASSAGE OIL,$17.99,['1 x 25 g'],https://www.bccannabisstores.com/products/warming-cbd-massage-oil,6.25mg,125.0mg
312,1034545,ACAI BERRY BURST CHOCOLATE FRUIT CHEW,$5.97,['5 x 5 g Acai Berry Burst'],https://www.bccannabisstores.com/products/acai-berry-burst-chocolate-fruit-chew,2.0mg,0.0mg
313,1030469,DURBAN POISON DISTILLATE VAPE,$34.99,['1 x 1 g'],https://www.bccannabisstores.com/products/durban-poison-distillate-vape,800.0-900.0mg/g,0.0-10.0mg/g
314,1034149,"CBD PINNER PACK PRE-ROLLS
(GREAT WHITE SHARK
)",$22.99,['8 x 0.3 g'],https://www.bccannabisstores.com/products/cbd-pinner-pack-pre-rolls,40.0-70.0mg/g,95.0-130.0mg/g
315,1033752,LEMON HAZE FULL SPECTRUM CARTRIDGE,$21.99,['1 x 0.5 g'],https://www.bccannabisstores.com/products/lemon-haze-full-spectrum-cartridge,700.0-760.0mg/g,0.0-5.0mg/g
316,1033844,GELATO MINT,$26.99,['3.5 g'],https://www.bccannabisstores.com/products/gelato-mint,200.0-260.0mg/g,0.0-10.0mg/g
317,1036029,ORANGE TINGZ,$39.99,['3.5 g'],https://www.bccannabisstores.com/products/orange-tingz,240.0-290.0mg/g,0.0-10.0mg/g
318,1027671,OG CHEMDAWG LIVE RESIN,$51.99,['1 x 1 g'],https://www.bccannabisstores.com/products/og-chemdawg-resin,600.0-800.0mg/g,0.0-0.5mg
319,1033117,OG KUSH,$34.99,['3.5 g'],https://www.bccannabisstores.com/products/og-kush-ouest,240.0-270.0mg/g,0.0-10.0mg/g
320,1031269,SOUR PINEAPPLE CARTRIDGE,$42.99,['1 x 1 g Sour Pineapple'],https://www.bccannabisstores.com/products/sour-pineapple-cartridge,750.0-850.0mg/g,0.0-50.0mg/g
321,1037373,CBD 50 CAPSULES,$34.99,['30 capsules'],https://www.bccannabisstores.com/products/cbd-50-capsules,0.0mg,45.0-55.0mg
322,1037324,S'MORES CHOCOLATE,$3.99,['1 x 7.5 g'],https://www.bccannabisstores.com/products/smores-chocolate,10.0mg,0.0mg
323,1033588,THCA DIAMONDS,$49.99,['1 x 1 g'],https://www.bccannabisstores.com/products/thca-diamonds-icc,800.0-900.0mg/g,0.0mg/g
324,1036854,SOUR MEGAMELON GUMMIES,$3.99,['2 x 4.5 g'],https://www.bccannabisstores.com/products/sour-megamelon-gummies,5.0mg,0.0mg
325,1028281,GOLD ISLAND SWEET SKUNK PRE-ROLL,$15.99,['3 x 0.5 g'],https://www.bccannabisstores.com/products/gold-island-sweet-skunk-pre-roll,180.0-240.0mg/g,0.0-10.0mg/g
326,1037332,STRAWBERRY MILKSHAKE WHITE CHOCOLATE,$3.99,['1 x 10 g Strawberry Milkshake'],https://www.bccannabisstores.com/products/strawberry-milkshake-white-chocolate,10.0mg,10.0mg
327,1027416,DNA CHOCOLATE FONDUE PRE-ROLL,$26.99,"['5 x 0.5 g', '2 x 0.5 g']",https://www.bccannabisstores.com/products/dna-chocolate-fondue-pre-roll,190.0-240.0mg/g,0.0-1.0mg/g
328,1032440,UNICORN POOP,$34.99,['3.5 g'],https://www.bccannabisstores.com/products/unicorn-poop,250.0-300.0mg/g,0.0-10.0mg/g
329,1026129,INDICA,$99.99,['28 g'],https://www.bccannabisstores.com/products/indica-4,140.0-200.0mg/g,0.0-19.9mg/g
330,1035302,PLATINUM COOKIES,$21.99,['3.5 g'],https://www.bccannabisstores.com/products/platinum-cookies,200.0-260.0mg/g,0.0-10.0mg/g
331,1028695,GARLIC JELLY PRE-ROLL,$14.99,['3 x 0.5 g'],https://www.bccannabisstores.com/products/garlic-jelly-pre-roll,200.0-250.0mg/g,0.0-10.0mg/g
332,1034537,VERY CHERRY CHOCOLATE FRUIT CHEWS,$5.97,['5 x 5 g Very Cherry'],https://www.bccannabisstores.com/products/very-cherry-chocolate-fruit-chews,2.0mg,0.0mg
333,1033539,CHOCOLATE HASHBERRY BATH BOMB,$14.99,['1 x 130 g'],https://www.bccannabisstores.com/products/chocolate-hashberry-bath-bomb,50.0mg,50.0mg
334,1032697,THC CARAMEL MOCHA MILK CHOCOLATE,$3.99,"['1 x 10 g caramel, mocha']",https://www.bccannabisstores.com/products/thc-caramel-mocha-milk-chocolate,10.0mg,0.0mg
335,1033208,XMG CITRUS,$6.99,['1 x 236 ml Citus'],https://www.bccannabisstores.com/products/xmg-citrus,10.0mg,0.0-0.9mg
336,1035013,GOOD OL' HASH,$29.99,"['2 x 1 g Pungent, diesel, cirtus']",https://www.bccannabisstores.com/products/good-ol-hash,320.0-400.0mg/g,0.0-9.99mg/g
337,1037415,WEDDING PIE,$19.99,"['3.5 g', '28 g']",https://www.bccannabisstores.com/products/wedding-pie,210.0-270.0mg/g,0.0-10.0mg/g
338,1035757,"STRAWBERRY MANGO SATIVA SOURZ
(BLEND)",$5.99,['5 x 5 g Strawberry Mango'],https://www.bccannabisstores.com/products/strawberry-mango-sativa-sourz,2.0mg,0.0mg
339,1036201,ULTRA SOUR,$119.99,['28 g'],https://www.bccannabisstores.com/products/ultra-sour-3,200.0-229.0mg/g,0.0-1.5mg/g
340,1026111,SATIVA,$99.99,['28 g'],https://www.bccannabisstores.com/products/sativa-4,130.0-200.0mg/g,0.0-19.9mg/g
341,1021823,DURBAN - VAPE CARTRIDGE,$19.99,['1 x 0.5 g'],https://www.bccannabisstores.com/products/durban-vape-cartridge,750.0-850.0mg/g,0.0-0.1mg/g
342,1036268,ORGANIC MARRAKECH GOLD HASH,$26.99,['1 x 1 g'],https://www.bccannabisstores.com/products/organic-marrakech-gold-hash,400.0-460.0mg/g,0.0-10.0mg/g
343,1027218,NIGHT SHIFT BATH SALT,$29.99,['1 x 400 g'],https://www.bccannabisstores.com/products/night-shift-bath-salt,100.0mg,100.0mg
344,1029867,24K GOLD DRIED FLOWER,$18.97,['3.5 g'],https://www.bccannabisstores.com/products/24k-gold-dried-flower,180.0-240.0mg/g,0.0-9.99mg/g
345,1030683,PINK KUSH VAPE CARTRIDGE,$41.99,['1 x 1 g Pink Kush'],https://www.bccannabisstores.com/products/pink-kush-vape-cartridge,800.0-900.0mg/g,0.0-0.5mg/g
346,1034065,THC30 REGULAR FORMULA,$33.99,['30 ml'],https://www.bccannabisstores.com/products/thc30-regular-formula,27.0-34.5mg/g,0.0-1.0mg/g
347,1015130,"SATIVA PRE-ROLL
(BLEND)",$5.99,"['1 x 1 g', '12 x 0.5 g']",https://www.bccannabisstores.com/products/sativa-pre-roll-1,170.0-230.0mg/g,0.0-1.0mg/g
348,1027192,CBD SOFTGEL,$29.99,['30 capsules'],https://www.bccannabisstores.com/products/cbd-softgel,0.0-1.0mg,8.0-12.0mg
349,1020775,MANGO PASSIONFRUIT CBD SPAKLG BEVERAGE,$4.99,['1 x 269 ml Mango Passionfruit'],https://www.bccannabisstores.com/products/everie-mango-passionft-cbd-spaklg-bevege,0.0-0.05mg,8.5-11.5mg
350,1033851,PEACH NECTAR CBD GUMMIES,$18.99,['10 x 4.4 g Peach'],https://www.bccannabisstores.com/products/peach-nectar-cbd-gummies,0.0mg,10.0mg
351,1023514,MILK CHOCOLATE,$3.99,['1 x 10 g Milk Chocolate'],https://www.bccannabisstores.com/products/milk-chocolate-1,10.0mg,0.0mg
352,1018936,"INDICA 0.5 CARTRIDGE
(BLACKBERRY CREAM)",$27.99,['1 x 0.5 g'],https://www.bccannabisstores.com/products/indica-0-5-cartridge-1,765.0-935.0mg/g,7.6-9.4mg/g
353,1025493,SOUR KUSH,$114.99,['28 g'],https://www.bccannabisstores.com/products/sour-kush,190.0-250.0mg/g,0.0-9.9mg/g
354,1019561,CHOWIE WOWIE THC WATERMELON GUMMIES,$4.99,['4 x 2.5 g WATERMELON'],https://www.bccannabisstores.com/products/watermelon-gummies,2.5mg,0.0mg
355,1016864,CHOCOLATE SNAX MOCHA BAR,$3.99,"['1 x 42 g Chocolate, Coffee']",https://www.bccannabisstores.com/products/milk-coffee-chocolate,10.0mg,0.0mg
356,1024447,TROPIC LEMON 510 CARTRIDGE,$14.99,"['1 x 0.3 g Citrus', '1 x 1 g Citrus']",https://www.bccannabisstores.com/products/tropic-lemon-510-cartridge,770.0-941.0mg/g,0.0-2.0mg/g
357,1025006,SATIVA,$99.99,['28 g'],https://www.bccannabisstores.com/products/sativa-2,160.0-210.0mg/g,0.0-10.0mg/g
358,1023464,PINEAPPLE GUMMIES,$6.99,['4 x 4.3 g Pineapple'],https://www.bccannabisstores.com/products/pineapple-gummies-1,2.5mg,0.0-0.3mg
359,1019363,LAVENDER CHAMOMILE CBD TEA 3 PACK,$14.99,['3 x 3 g Lavender Chamomile'],https://www.bccannabisstores.com/products/lavender-chamomile-cbd-tea-3-pack,0.0-0.03mg,8.5-11.5mg
360,1027697,"DAYBREAK SATIVA HONEY OIL DROPS
(KALI MIST
)",$26.99,['30 ml'],https://www.bccannabisstores.com/products/daybreak-sativa-honey-oil-drops,17.0-23.0mg/g,0.0-1.0mg/g
361,1027705,NIGHTFALL INDICA HONEY OIL DROPS,$26.99,['30 ml'],https://www.bccannabisstores.com/products/nightfall-indica-honey-oil-drops,17.0-23.0mg/g,0.0-1.0mg/g
362,1027119,SATIVA THC SOFTGEL,$19.99,['30 capsules'],https://www.bccannabisstores.com/products/sativa-thc-softgel,4.25-5.75mg,0.0-1.0mg
363,1021237,MANGO SATIVA SOUR GUMMIES,$6.99,['2 x 4.5 g Mango'],https://www.bccannabisstores.com/products/mango-sativa-sour-gummies,5.0mg,0.0mg
